Method,Basis_Set,ModChem_Class,Basis_Class,SF_low,SF_mid,SF_high
TPSS0,def2-TZVPP,Hybrid/TZ,Polarised,0.96994867,0.957364139,0.948999018
TPSS0,def2-TZVPPD,Hybrid/TZ,Polarised,0.970503644,0.958037507,0.948830529
TPSS0,pc-1,Hybrid/DZ,Polarised,0.974545713,0.956465854,0.942766893
TPSS0,pc-2,Hybrid/TZ,Polarised,0.969344101,0.957643869,0.948138269
TPSS0,pcseg-1,Hybrid/DZ,Polarised,0.974968793,0.956254114,0.942507579
TPSS0,pcseg-2,Hybrid/TZ,Polarised,0.969054932,0.9576595,0.948436999
TPSS0,SNSD,Hybrid/DZ,Polarised,0.978346774,0.960053661,0.946556636
TPSS0D3BJ,6-311G,Hybrid/TZ,Unpolarised,1.014171531,0.960373753,0.948762661
TPSS0D3BJ,6-311G*,Hybrid/TZ,Polarised,0.974698098,0.947844794,0.945597488
TPSS0D3BJ,6-311+G,Hybrid/TZ,Unpolarised,1.017112817,0.963882466,0.949559048
TPSS0D3BJ,6-311+G*,Hybrid/TZ,Polarised,0.976698429,0.950340563,0.945827084
TPSS0D3BJ,6-31G,Hybrid/DZ,Unpolarised,1.002638107,0.956240184,0.939927034
TPSS0D3BJ,6-31G*,Hybrid/DZ,Polarised,0.967884872,0.942056506,0.939443768
TPSS0D3BJ,6-31+G,Hybrid/DZ,Unpolarised,1.009439067,0.961861677,0.939992675
TPSS0D3BJ,6-31+G*,Hybrid/DZ,Polarised,0.971525031,0.947363522,0.939346244
TPSS0D3BJ,aug-cc-pVDZ,Hybrid/DZ,Polarised,0.984156949,0.964574793,0.945365636
TPSS0D3BJ,aug-cc-pVTZ,Hybrid/TZ,Polarised,0.972667757,0.958119614,0.947877858
TPSS0D3BJ,aug-pc-1,Hybrid/DZ,Polarised,0.981310424,0.95940893,0.944545451
TPSS0D3BJ,aug-pc-2,Hybrid/TZ,Polarised,0.969884167,0.957340253,0.946628317
TPSS0D3BJ,aug-pcseg-1,Hybrid/DZ,Polarised,0.983438877,0.959505329,0.944806586
TPSS0D3BJ,aug-pcseg-2,Hybrid/TZ,Polarised,0.969559269,0.957426147,0.946629859
TPSS0D3BJ,cc-pVDZ,Hybrid/DZ,Polarised,0.977193513,0.961491434,0.946065081
TPSS0D3BJ,cc-pVTZ,Hybrid/TZ,Polarised,0.970796216,0.956497613,0.947953904
TPSS0D3BJ,def2-SVP,Hybrid/DZ,Polarised,0.966091403,0.955153053,0.942934048
TPSS0D3BJ,def2-SVPD,Hybrid/DZ,Polarised,0.974671205,0.96064866,0.94367515
TPSS0D3BJ,def2-TZVP,Hybrid/TZ,Polarised,0.970013221,0.95687378,0.947567673
TPSS0D3BJ,def2-TZVPD,Hybrid/TZ,Polarised,0.970148305,0.957858513,0.947624293
TPSS0D3BJ,def2-TZVPP,Hybrid/TZ,Polarised,0.969360209,0.956744318,0.947398877
TPSS0D3BJ,def2-TZVPPD,Hybrid/TZ,Polarised,0.96970574,0.957352388,0.947287228
TPSS0D3BJ,pc-1,Hybrid/DZ,Polarised,0.973952876,0.955737383,0.941247092
TPSS0D3BJ,pc-2,Hybrid/TZ,Polarised,0.968889344,0.95686487,0.946487736
TPSS0D3BJ,pcseg-1,Hybrid/DZ,Polarised,0.974242953,0.95553184,0.940947079
TPSS0D3BJ,pcseg-2,Hybrid/TZ,Polarised,0.968554703,0.956789797,0.946821595
TPSS0D3BJ,SNSD,Hybrid/DZ,Polarised,0.977283925,0.960316244,0.945249904
Omega-B97X-V,6-311G,Hybrid/TZ,Unpolarised,1.003416178,0.964315072,0.952026047
Omega-B97X-V,6-311G*,Hybrid/TZ,Polarised,0.968047445,0.953581428,0.950312139
Omega-B97X-V,6-311+G,Hybrid/TZ,Unpolarised,1.007835929,0.968107534,0.952703358
Omega-B97X-V,6-311+G*,Hybrid/TZ,Polarised,0.970652841,0.956689549,0.950237557
Omega-B97X-V,6-31G,Hybrid/DZ,Unpolarised,0.994175776,0.959625783,0.944174511
Omega-B97X-V,6-31G*,Hybrid/DZ,Polarised,0.96093844,0.947755399,0.944746887
Omega-B97X-V,6-31+G,Hybrid/DZ,Unpolarised,1.001238783,0.96586535,0.944399254
Omega-B97X-V,6-31+G*,Hybrid/DZ,Polarised,0.965122252,0.954060939,0.944995069
Omega-B97X-V,aug-cc-pVDZ,Hybrid/DZ,Polarised,0.978882634,0.971925853,0.949471044
Omega-B97X-V,aug-cc-pVTZ,Hybrid/TZ,Polarised,0.965353108,0.963708568,0.952280098
Omega-B97X-V,aug-pc-1,Hybrid/DZ,Polarised,0.974181933,0.965393634,0.949288585
Omega-B97X-V,aug-pc-2,Hybrid/TZ,Polarised,0.963277199,0.962762619,0.951034736
Omega-B97X-V,aug-pcseg-1,Hybrid/DZ,Polarised,0.976220106,0.965546349,0.949529023
Omega-B97X-V,aug-pcseg-2,Hybrid/TZ,Polarised,0.963303886,0.962794536,0.951083954
Omega-B97X-V,cc-pVDZ,Hybrid/DZ,Polarised,0.970480467,0.967912056,0.950760574
Omega-B97X-V,cc-pVTZ,Hybrid/TZ,Polarised,0.962935596,0.961373439,0.95221775
Omega-B97X-V,def2-SVP,Hybrid/DZ,Polarised,0.959676394,0.962044106,0.948710677
Omega-B97X-V,def2-SVPD,Hybrid/DZ,Polarised,0.969958606,0.968757967,0.949007831
Omega-B97X-V,def2-TZVP,Hybrid/TZ,Polarised,0.962300127,0.962084989,0.951979524
Omega-B97X-V,def2-TZVPD,Hybrid/TZ,Polarised,0.963400752,0.962986867,0.95197597
Omega-B97X-V,def2-TZVPP,Hybrid/TZ,Polarised,0.962080058,0.96142033,0.951512646
Omega-B97X-V,def2-TZVPPD,Hybrid/TZ,Polarised,0.9635749,0.962407739,0.951295917
Omega-B97X-V,pc-1,Hybrid/DZ,Polarised,0.968017992,0.962689625,0.94685517
Omega-B97X-V,pc-2,Hybrid/TZ,Polarised,0.961562929,0.961956,0.950745462
Omega-B97X-V,pcseg-1,Hybrid/DZ,Polarised,0.968329019,0.962479537,0.946770506
Omega-B97X-V,pcseg-2,Hybrid/TZ,Polarised,0.961029488,0.96195268,0.950905612
Omega-B97X-V,SNSD,Hybrid/DZ,Polarised,0.97129978,0.964712592,0.950114195
Omega-B97X-D,6-311G,Hybrid/TZ,Unpolarised,1.007363282,0.965263839,0.955884559
Omega-B97X-D,6-311G*,Hybrid/TZ,Polarised,0.973762963,0.954318719,0.953605585
Omega-B97X-D,6-311+G,Hybrid/TZ,Unpolarised,1.015049438,0.969879293,0.956982952
Omega-B97X-D,6-311+G*,Hybrid/TZ,Polarised,0.974046917,0.956858587,0.951238384
Omega-B97X-D,6-31G,Hybrid/DZ,Unpolarised,1.000594534,0.96225002,0.947556107
Omega-B97X-D,6-31G*,Hybrid/DZ,Polarised,0.966656864,0.948000167,0.947274935
Omega-B97X-D,6-31+G,Hybrid/DZ,Unpolarised,1.006237415,0.968014121,0.947946856
Omega-B97X-D,6-31+G*,Hybrid/DZ,Polarised,0.969984779,0.953405283,0.947464944
Omega-B97X-D,aug-cc-pVDZ,Hybrid/DZ,Polarised,0.98612495,0.973303379,0.95187818
Omega-B97X-D,aug-cc-pVTZ,Hybrid/TZ,Polarised,0.969740895,0.963951514,0.951055715
Omega-B97X-D,aug-pc-1,Hybrid/DZ,Polarised,0.982554052,0.968024859,0.952535565
Omega-B97X-D,aug-pc-2,Hybrid/TZ,Polarised,0.96982207,0.96279929,0.951895365
Omega-B97X-D,aug-pcseg-1,Hybrid/DZ,Polarised,0.985070805,0.968255196,0.952692084
Omega-B97X-D,aug-pcseg-2,Hybrid/TZ,Polarised,0.969270115,0.96270869,0.951753637
Omega-B97X-D,cc-pVDZ,Hybrid/DZ,Polarised,0.976512207,0.969671215,0.950737663
Omega-B97X-D,cc-pVTZ,Hybrid/TZ,Polarised,0.970469395,0.961577819,0.953250002
Omega-B97X-D,def2-SVP,Hybrid/DZ,Polarised,0.964652252,0.961828621,0.949937386
Omega-B97X-D,def2-SVPD,Hybrid/DZ,Polarised,0.974410633,0.967764933,0.950458222
Omega-B97X-D,def2-TZVP,Hybrid/TZ,Polarised,0.969055907,0.963816845,0.951261384
Omega-B97X-D,def2-TZVPD,Hybrid/TZ,Polarised,0.969205791,0.963458383,0.953163489
Omega-B97X-D,def2-TZVPP,Hybrid/TZ,Polarised,0.970161908,0.963458313,0.953024106
Omega-B97X-D,def2-TZVPPD,Hybrid/TZ,Polarised,0.968810824,0.96254904,0.952352982
Omega-B97X-D,pc-1,Hybrid/DZ,Polarised,0.975655963,0.964246117,0.949953358
Omega-B97X-D,pc-2,Hybrid/TZ,Polarised,0.970598515,0.963717385,0.952126751
Omega-B97X-D,pcseg-1,Hybrid/DZ,Polarised,0.976058502,0.964174108,0.949650545
Omega-B97X-D,pcseg-2,Hybrid/TZ,Polarised,0.965741498,0.962146888,0.949176925
Omega-B97X-D,SNSD,Hybrid/DZ,Polarised,0.97807026,0.965908611,0.951928129
